PeakID,Mass,RT,FORMULA,Putative metabolite,confidence,Map,Pathway,PAK-1-0,PAK-2-0,PAK-3-0,PAK-4-0,PAK-5-0,PAK-1-1-C,PAK-2-1-C,PAK-3-1-C,PAK-4-1-C,PAK-5-1-C,PAK-1-1-P,PAK-2-1-P,PAK-3-1-P,PAK-4-1-P,PAK-5-1-P,PAK-1-4-C,PAK-2-4-C,PAK-3-4-C,PAK-4-4-C,PAK-5-4-C,PAK-1-4-P,PAK-2-4-P,PAK-3-4-P,PAK-4-4-P,PAK-5-4-P,PAK-1-24-C,PAK-2-24-C,PAK-3-24-C,PAK-4-24-C,PAK-5-24-C,PAK-1-24-P,PAK-2-24-P,PAK-3-24-P,PAK-4-24-P,PAK-5-24-P,P6-1-0,P6-2-0,P6-3-0,P6-4-0,P6-5-0,P6-1-1-C,P6-2-1-C,P6-3-1-C,P6-4-1-C,P6-5-1-C,P6-1-1-P,P6-2-1-P,P6-3-1-P,P6-4-1-P,P6-5-1-P,P6-1-4-C,P6-2-4-C,P6-3-4-C,P6-4-4-C,P6-5-4-C,P6-1-4-P,P6-2-4-P,P6-3-4-P,P6-4-4-P,P6-5-4-P,P6-1-24-C,P6-2-24-C,P6-3-24-C,P6-4-24-C,P6-5-24-C,P6-1-24-P,P6-2-24-P,P6-3-24-P,P6-4-24-P,P6-5-24-P,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8
p1631,731.5476242,12.21810369,C40H78NO8P,PC(32:1),8,Lipids: Glycerophospholipids,Glycerophosphocholines,1152154.276,363586.6403,271492.6905,227056.7467,455074.5394,259663.3306,349866.9461,342184.4294,854107.7727,502638.0797,580017.2063,382052.2418,1454913.644,1467570.522,961280.719,778784.3188,1400191.127,796695.341,654109.3891,1485711.883,428588.74,334393.9904,765513.3301,925319.8519,200527.4513,21589854.22,5440243.046,7277694.365,38580945,20398290.23,4963913.898,3188644.073,6027677.119,5707748.905,5577761.622,275175.203,302427.2912,642505.6741,426728.5042,289905.1754,465796.4796,449269.6588,160085.0389,312000.4648,331150.4352,350011.0729,197946.2273,384257.1617,157299.0305,270985.0283,164688.1407,184205.0573,189009.0301,385468.6099,312887.5546,321280.0017,240625.4782,429576.0013,166369.0136,494088.3161,3661174.935,4693313.627,19908233.18,12075789.76,9854641.902,3932738.583,2636131.756,6990133.114,3350340.77,5759998.312,3987477.886,3164073.768,2290334.97,1910910.743,1821212.238,1711531.582,1658497.441,1602532.302
p2103,743.5474664,12.28746734,C41H78NO8P,PE(36:2),8,Lipids: Glycerophospholipids,Glycerophosphoethanolamines,12121605.09,2327998.224,1732735.781,1801681.002,2903751.897,1219779.171,1260532.849,2118012.242,3518006.476,2766636.565,1416175.791,1435492.534,3180760.559,2914071.083,2327645.729,1873799.61,2048669.659,1536867.274,1765376.633,2889364.316,950623.3036,723129.163,2042235.224,2126142.755,913432.4747,7717829.087,2135174.927,3560453.804,12868924.02,6272730.77,1646223.786,1042689.327,2299057.175,2166925.842,1887660.276,861253.6979,1053744.111,2413038.039,1743539.535,1159473.424,2037378.173,1511170.794,700140.0365,1005576.013,1006746.016,975156.1125,495762.7781,1175815.36,1077840.979,749219.951,568376.5062,698368.8375,745204.9905,1552858.586,1116361.043,1029771.962,746482.1689,1602181.169,558180.6909,1441487.24,1992698.921,1809571.767,6395343.358,6374010.122,4408987.291,1684542.783,1387127.469,1382743.287,1853546.261,2629007.315,3229558.438,2423131.73,1896092.281,1645874.865,1598464.327,1494706.315,1447810.261,1518133.547
n2279,744.4941211,8.494370322,C40H73O10P,PG(34:3),8,Lipids: Glycerophospholipids,Glycerophosphoglycerols,244335.1967,223218.5834,186608.9424,150798.7561,262525.8744,289748.3249,298581.0296,332274.1235,519969.6264,344250.8788,346154.6728,181342.858,597510.2492,473251.2944,372969.4293,509722.8975,260308.1301,251728.777,428253.3663,247737.0997,193427.5554,157410.7962,500607.3447,291235.3756,89328.05421,469991.8364,280509.3069,614317.37,337487.4612,457537.6247,288118.7762,174724.1126,292092.9614,269101.0061,261464.5086,145636.3757,203894.0966,225641.3758,220632.7026,151197.9621,418005.653,317096.0911,124629.3127,242344.0508,243788.2339,294609.7658,174640.6294,229954.6825,163851.1869,190377.7963,128535.9158,167564.0044,186871.8868,144121.2003,213586.0069,218015.5623,162158.9992,267401.0397,90567.41351,203566.6318,274679.5166,180481.927,830244.4134,207830.3628,249383.8032,223916.321,248751.9883,149699.4427,144716.8634,193748.236,217427.0453,216865.0726,208643.1787,207561.7045,196292.8548,196707.3301,170532.0016,179827.9711
p5682,747.5783969,11.85682588,C41H82NO8P,PC(33:0),8,Lipids: Glycerophospholipids,Glycerophosphocholines,49646.9214,18316.52643,0,0,17737.63451,7466.695652,0,7128.563555,33009.89433,33011.70352,0,10370.89681,16176.61483,36699.13504,22774.06481,80130.691,149889.2612,80582.3061,73272.63062,133311.9833,23590.18542,17449.76197,0,41179.86651,0,198305.8585,75632.69195,23546.82215,283488.7042,133276.9024,28096.97526,21811.94221,23543.85162,28599.75705,22107.45569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27117.63178,0,0,0,28429.70181,0,20786.5354,0,0,95638.23017,29810.0142,0,0,0,19753.26753,0,13058.94403,35022.66871,25880.87423,18663.56589,17958.30295,8214.036353,14778.18082,14397.40083,11391.38087
p4780,751.5137106,11.81849876,C42H74NO8P,PC(34:5),8,Lipids: Glycerophospholipids,Glycerophosphocholines,54781.43849,28856.97875,20302.95075,17370.80893,22909.02336,24021.87013,17670.96065,20817.70368,24373.61284,32628.45006,30297.70258,24505.4231,45332.73506,45935.68403,36322.20938,122105.3384,169190.2605,116833.9671,90245.63837,173937.3823,60675.02861,46840.20779,66909.60496,76795.32384,21141.89886,852714.8391,331329.789,645045.573,911923.1454,605193.6051,446171.7665,234365.1331,476869.2085,402280.3547,405328.4209,17336.9576,19789.75935,50018.60858,26048.08514,13088.16098,39407.52647,20321.0933,24057.98719,24599.08692,21256.58555,9293.421631,24544.58525,23363.69226,19381.87406,16120.39703,36066.98665,45574.91773,49440.40165,73160.37338,48048.98287,49992.14486,49823.74431,67898.16555,30598.51672,70894.34299,398855.0281,321182.7156,684210.9255,859399.9594,714944.176,318482.4823,309740.2784,264038.5415,392469.6948,441284.5154,184542.5748,159727.0179,156124.0781,127316.976,122460.9323,119369.7151,117576.2082,118502.4556
p4027,753.5295278,12.36398903,C42H76NO8P,PC(34:4),8,Lipids: Glycerophospholipids,Glycerophosphocholines,56520.43267,24614.0629,19036.72925,0,40969.4038,17376.03191,26761.5138,25007.35723,48099.45943,42754.72503,36517.58175,22213.74972,101402.9697,97083.44338,55586.72195,67254.80811,123981.1567,72112.15479,83915.62871,119578.3989,35847.82969,28765.73879,49326.04499,55402.2514,23941.04238,1662091.411,506938.9314,641954.8864,2367787.289,1843101.65,425106.1713,300644.6795,465485.0704,495330.1593,463958.2302,19853.82378,28525.59509,48450.97276,34623.01074,19647.39293,27880.2352,18169.96633,14495.24507,20486.87183,20012.4746,29220.2765,9030.755442,22623.38573,22049.0227,18148.44768,20397.56896,16660.03347,20548.72788,34191.65532,28311.97081,22767.12203,22091.60742,39897.76318,20145.02738,44109.2493,323341.7737,431719.0188,1400063.068,939131.0142,847179.3047,355192.953,238181.2158,629544.6876,289052.1002,482270.7648,294819.2518,226712.4641,200789.3592,182227.8298,177883.6492,140640.772,168467.6137,142023.6857
p1752,757.5628904,10.76176925,C42H80NO8P,PC(34:2),8,Lipids: Glycerophospholipids,Glycerophosphocholines,15585485.88,5016196.406,4085139.823,3312545.132,6454931.565,4133972.497,5095865.092,6342632.501,12060143.47,7132968.385,8883171.3,5120696.044,19703450.35,17091014.43,12174258.1,13735677.11,16695154.92,10775350.71,10603922.5,14359160.22,9363364.324,6886032.513,19774921.23,18463720.15,2934407.082,7669540.75,2913364.468,2208455.165,8551333.343,3726523.382,3429887.995,1683237.726,1339471.4,4420563.562,2872353.19,4828531.949,4878296.801,9484056.531,8186959.298,4949037.546,10551928.02,8619799.62,2677144.152,5499665.95,6085946.172,8333527.081,3838699.979,7113472.62,2776349.169,4455716.583,4090299.357,5626631.739,5474259.229,11798527.95,9608530.247,9085475.746,6652620.946,11825240.37,2348025.786,12918548.57,1330359.617,693797.9077,4203837.68,2877969.066,2277162.161,778228.294,1080070.154,195573.6366,1918427.519,1310643.929,5268894.354,4360018.317,4252903.188,3798957.102,3451152.992,3190101.827,3037186.218,3059011.535
n2541,757.5630852,13.0371205,C42H80NO8P,PC(34:2),8,Lipids: Glycerophospholipids,Glycerophosphocholines,16414.71346,6698.122869,0,2401.51078,4059.557747,0,2461.715519,2171.686082,6023.140298,4629.056796,5269.094419,6305.615754,9734.741583,8088.317068,5770.53782,34074.47947,38176.06361,34937.9676,30311.01355,52748.34645,12819.16998,14011.69838,16325.40484,23774.06358,12136.91166,490520.6162,139945.7231,361064.6515,643483.8505,445859.5382,126052.0475,109283.1255,322682.0171,141055.6084,175855.6348,0,2526.477484,4649.918528,0,0,3960.127034,2201.876077,0,0,2008.514687,0,0,0,0,0,6900.013427,9712.549409,8175.452556,16673.55649,9514.20006,9938.389544,8124.570893,15834.4893,10699.62529,14031.82954,209918.6346,282969.3624,434358.574,525188.65,483294.6468,274902.1803,200079.0159,170214.3405,160209.3808,259969.4132,215262.3566,164511.0493,113038.8525,109300.5101,108862.8214,88805.40715,93455.72084,97172.76969
p4893,761.5214684,8.51303827,C40H76NO10P,PS(34:1),8,Lipids: Glycerophospholipids,Glycerophosphoserines,231361.6381,189508.413,147890.46,108521.276,197926.2839,228040.5474,232797.3288,269929.6482,462563.8638,279086.7745,269905.1632,150561.6828,357085.4906,341944.4887,328227.3297,421858.568,201018.6224,190756.182,335655.3227,208447.5389,158971.0863,123441.9128,383778.3081,203463.0335,58674.43345,474008.8907,238845.3642,566432.6404,354973.521,423024.3733,280912.3348,163728.474,240010.9741,259296.1879,229991.5135,118973.1085,147406.7738,205298.0916,177344.3295,117764.8564,350735.8792,221405.8048,98794.66348,182466.2808,198968.6659,228056.2041,133758.3841,171456.3928,129770.4811,143098.3094,104430.8018,138843.3354,154230.1685,128752.2442,158942.3056,201303.5931,135111.2066,207740.3026,72547.23851,143981.2179,292499.5783,153089.2216,761040.0712,193216.6679,234216.1561,185255.7413,175504.8337,139063.8674,152776.2122,187384.025,151319.0195,147913.7787,147435.6299,145487.09,157245.7356,142563.8228,128258.354,132369.2705
p1126,763.5368394,8.88431729,C40H78NO10P,PS(34:0),8,Lipids: Glycerophospholipids,Glycerophosphoserines,41059335.22,25510151.15,21283840.68,16029565.44,31809366.61,16458083.6,22606291.26,23954087.57,36624133.5,27976593.79,29808534.23,17909898.78,42024752.15,35943529.7,37176082.74,26686612.51,20968266.35,16757040.06,19003222.82,16181750.71,20424265.46,15637759.88,46347313.7,29289829.62,9701432.505,9915049.852,3035914.199,12617595.78,19286699.24,6648802.718,6170269.583,2474286.118,6086751.115,16174906.41,4082982.556,22156102.79,25423803.57,41912317.41,34084659.43,23278725.59,42537847.36,32056307.65,12373582.52,24919937.89,28567644.52,37334737.34,17189524.02,29319804.5,13784463.64,21356236.47,16993102.67,23793720.77,28911974.38,28869732.7,38236373.44,37716285.2,27077552.15,47627725.34,12348368.09,45428230.85,5125398.423,2503599.837,10239986.2,12751626.33,6448599.501,3385155.18,3297852.8,2734759.426,9956457.998,4342472.745,15023389.49,14522657.06,14891229.95,13516419.91,13174930.04,13243504.68,13131403.83,13524066.72
n3071,770.5095288,8.884065168,C42H75O10P,PG(36:4),8,Lipids: Glycerophospholipids,Glycerophosphoglycerols,38297.43464,38028.07203,28598.43953,21831.02797,28093.45447,62487.32158,72924.08445,93369.41499,133501.7697,70297.22387,147228.8233,60290.33515,170767.3038,201645.844,109301.0168,148805.294,140733.5753,125334.5834,34359.57109,179034.5598,115889.0681,101690.6036,150538.0971,150357.181,44110.48153,34329.90404,104829.6084,63910.46514,34624.88104,66874.44757,28112.87348,87629.9695,55636.87401,34365.06084,71633.62332,26514.2422,34792.24013,33198.11913,26956.24342,27053.13963,139873.5176,105263.4551,52046.53554,82511.67754,64449.25917,128923.9626,91946.77525,88045.6977,20690.73295,59464.29459,74018.8254,117963.218,82118.73601,131629.7186,131564.7813,143099.156,130239.5864,129524.6291,65659.16717,146141.607,45396.75567,56712.49471,75399.22544,24790.30928,94752.92273,57247.27912,86192.7967,14334.84128,20653.30976,85830.10518,85113.26204,76706.09917,84085.58205,93874.37209,71637.92065,75557.76857,67646.97223,74064.43414
n2955,771.5786523,13.78538882,C43H82NO8P,PE(38:2),8,Lipids: Glycerophospholipids,Glycerophosphoethanolamines,6843.968753,4312.229085,2441.003878,0,2061.083828,0,0,0,1839.804604,1865.165508,0,0,4657.906276,3884.411954,4796.270912,5259.842735,6313.152725,5521.07664,4872.431992,7747.238604,0,0,2006.910625,2029.536917,0,150705.0625,46029.41932,65951.97517,229427.306,207741.2345,27859.45281,24409.28832,73666.07544,31799.9137,46210.71309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800.122293,0,0,0,0,0,0,34185.52292,81333.06017,121927.1362,96956.78186,128473.4611,71797.12085,38565.01329,45774.60846,23262.79627,72597.06128,68234.45491,58311.30911,38317.98781,38808.66566,33633.44316,32740.74461,32647.90598,33020.91012
n2181,773.5918851,0.715669079,C43H84NO8P,PC(35:1),8,Lipids: Glycerophospholipids,Glycerophosphocholines,488450.7795,1038740.746,903416.3178,950783.6835,942831.4849,959828.6759,1101043.582,903189.892,656260.7947,861107.8951,1371096.384,1045104.791,934608.6905,825522.0452,963095.9602,740269.6559,806051.1068,678962.341,841909.2972,1037061.995,1081732.227,1177075.637,915567.2224,915859.9667,1145160.17,307695.3205,560037.4524,363577.4866,301249.1393,191608.3008,509520.3796,851077.7776,796272.3888,628529.9239,355862.514,1079861.244,931351.3646,811650.4721,852744.111,1174586.317,680570.1597,745869.8861,1409029.384,894275.3957,763615.629,1119525.777,1218504.848,963537.5437,892582.5259,1169950.252,1173568.853,1118913.786,998277.9541,1063368.536,921713.6022,738406.852,1116231.279,781492.7028,1061730.909,921109.9821,471880.2236,934396.1439,613832.4915,416224.4468,107672.6157,609618.8421,687154.308,1320893.698,692309.2439,334224.6407,793472.0647,724332.4954,806979.6956,802426.38,871403.6076,971146.5951,838508.1289,711226.8643
n792,774.5404963,10.17180322,C42H79O10P,PG(36:2),8,Lipids: Glycerophospholipids,Glycerophosphoglycerols,10247798.27,5053638.121,3613416.273,2896739.382,5235201.371,3859368.506,5109228.762,5575554.556,9521521.062,5470039.887,6865888.663,3428892.238,12458376.39,10323566.05,6940177.42,8287260.74,6404256.878,4377212.238,4642333.325,4850868.124,4930362.085,3847829.996,13275673.06,9865853.035,1684413.509,13339375.03,11626362.84,16987017.88,15572250.7,10091722.42,8460379.103,7844341.487,10269181.22,11090489.35,8235895.206,3161079.163,4552552.775,7335549.613,5198959.612,3977807.021,7552567.609,6272859.742,1852216.458,4330543.454,4479945.968,5793382.477,2453376.355,5513004.99,2304654.033,3220801.551,3396133.504,5024344.617,5285189.507,8121582.606,7751318.315,7064689.016,6055272.445,9797724.655,2248162.054,8297223.912,12223703.02,8709231.965,11564702.76,15986842.44,20512971.07,8413325.507,10551360.8,2383905.938,9111206.263,12906268.41,6241492.579,5954025.613,5438046.824,5069655.825,4921355.496,4561077.037,4434008.865,4160099.299
n2251,776.55583,11.04837475,C42H81O10P,PG(36:1),8,Lipids: Glycerophospholipids,Glycerophosphoglycerols,457905.646,122615.4958,76883.42316,60101.07068,153567.082,71363.21337,136275.186,152073.8467,359417.4054,156783.8012,0,73540.72485,592606.4016,412619.0196,233770.6274,219610.4991,282228.8608,105285.5563,117688.5645,193692.6793,123344.96,85488.56415,318688.8404,456815.9584,43506.02259,515754.6435,381705.0833,810213.9105,615498.4549,0,303288.2413,285271.1521,225745.5675,381808.0785,316271.9501,0,0,144192.8648,0,0,0,0,22040.53296,0,64133.52806,0,0,92930.45175,53284.94571,0,0,0,0,235199.3749,0,0,0,216115.1651,34317.50269,215429.096,222738.8582,242623.9638,150590.4183,896431.0233,619635.4533,221781.8466,322761.258,121312.2237,262447.8465,317449.8607,174920.3006,164419.1719,130294.5384,102046.9145,91799.81551,86659.38604,0,0
n2448,783.5031455,12.02210747,C42H74NO10P,PS(36:4),8,Lipids: Glycerophospholipids,Glycerophosphoserines,676937.1209,319530.9595,232355.1554,223602.7341,271435.5215,190410.2934,262009.2188,245059.0926,412839.4394,299704.9173,111680.3427,119762.2118,181596.5041,234646.8434,388437.7231,236185.5862,361950.2419,236545.07,155226.0373,219744.0568,200287.6398,180290.1063,375013.8011,421398.5724,169560.4133,82656.07519,38479.60841,85448.44229,142037.8475,59967.88181,69372.9831,50151.85223,60733.25566,123748.7696,53435.24137,179294.2225,274943.6788,445374.1893,332013.5521,280290.5697,323570.6289,196879.7288,91429.81669,110404.8078,144841.8774,195717.814,134939.6089,283165.7626,150093.5681,165272.1347,112920.2194,153939.5682,155308.3067,286016.6016,218581.817,189510.2398,190216.8831,306709.4889,106601.13,310354.3629,53922.44096,47878.31558,76701.56061,146444.6288,87256.92661,36656.53204,47698.38065,37751.87805,89389.53296,49281.36095,282628.3811,223845.3545,208306.292,190456.6253,171409.4656,183392.1501,181179.9449,174643.4533
n2359,785.5192983,12.64644176,C42H76NO10P,PS(36:3),8,Lipids: Glycerophospholipids,Glycerophosphoserines,727787.3839,440572.3614,383684.2385,313412.5548,424409.0515,241466.2163,301145.436,310651.6223,574117.6537,710463.2124,190269.4802,348846.3214,465249.3136,631434.1909,544464.9112,411489.5291,750149.1131,443321.2561,400260.1137,702767.9319,169620.3361,83433.09591,152060.3996,400239.6406,209065.3657,287460.0098,171571.0538,281162.3848,0,249014.0357,260840.1054,105400.8352,209530.2157,246478.4922,160015.61,97786.03757,216999.7633,360105.8654,284554.4427,240233.7639,312532.4603,239395.2712,188252.3183,170358.5511,177319.6719,130405.5969,107340.1149,211518.6371,231407.8714,227192.6305,141205.2571,120702.9793,126971.4639,419506.753,220240.5426,167869.2323,145150.5998,295197.0523,164904.7529,338042.7858,165029.2753,154281.7543,220588.771,320212.8437,352970.0177,128014.1571,159903.8492,218537.7002,252968.408,195413.9697,556221.1903,381490.8095,323426.0541,235714.6298,242621.917,237070.3051,241619.4309,273014.1706
p3502,785.594328,11.93601858,C44H84NO8P,PC(36:2),8,Lipids: Glycerophospholipids,Glycerophosphocholines,2846354.647,609984.7667,387904.7884,410194.1549,702841.0551,422744.3911,499903.3553,754765.2347,1709911.407,756534.0239,931343.9501,590039.1346,2702395.068,2425275.335,1452994.662,1067932.787,1576240.443,851852.2197,853508.9022,1362718.056,803718.5322,548045.0186,1876925.518,2056301.06,351714.4124,919821.5576,438603.8836,395492.1248,1642846.256,603891.0052,361278.0964,219433.57,165495.347,600303.1631,337472.3416,323454.2459,401707.2423,952255.6888,670782.2369,414195.0033,855016.2103,776888.5979,206468.4414,476603.6494,497507.8896,604392.0041,279343.9302,664365.5778,267998.8963,366822.6213,290367.007,385141.3896,381274.3526,1021405.065,785183.5822,664546.3334,502722.7217,998240.24,198962.7046,1026892.487,277613.1876,156522.9683,539401.3417,639422.3934,608098.8226,135110.6386,155598.5962,45507.48619,205831.2726,336292.0378,636407.7114,551770.2215,414868.0566,369962.7504,325235.0432,319991.3046,290462.4788,287765.7242
p1842,791.568072,10.17503241,C42H82NO10P,PS(36:0),8,Lipids: Glycerophospholipids,Glycerophosphoserines,11101659.7,3859884.626,2682129.565,2047995.719,4517248.453,3036563.65,3650011.592,4290305.104,8427986.392,4328191.024,5033105.899,2358747.288,9002976.33,8302926.657,5365745.652,6986952.779,5066412.273,3174907.769,3809750.164,3486495.799,4210953.625,2830833.586,12482732.75,7981650.401,1299926.628,15426405.26,8399340.9,19827185.92,19793490.56,8400476.075,7801264.184,5088988.804,8611586.752,10936449.35,6552762.584,2658854.652,3239257.909,6453562.553,4075338.494,2889135.748,6289882.288,4696592.537,1198991.009,3039578.933,3459034.308,4623929.514,1632144.465,4239725.206,1635417.507,2478330.205,2551178.2,3788482.808,4284629.233,6865036.652,6395014.063,6113647.302,4550568.15,8821489.689,1535484.965,7495095.948,10070200.75,5577838.516,11193622.49,20528589.94,18593329.25,5852849.454,6834725.39,1875585.965,8368649.051,11696857.77,3914630.057,3642503.732,3487573.611,3268749.49,3220396.41,2908594.309,2779837.461,2976238.509
p3830,791.5688891,11.98138269,C42H82NO10P,PS(36:0),8,Lipids: Glycerophospholipids,Glycerophosphoserines,973866.0154,553167.1984,330550.5549,264311.7982,463383.6245,311347.277,487970.4458,645317.7869,812181.3974,571324.0105,620894.4014,421715.424,1546574.739,1176532.217,641580.6722,765765.7868,752625.6815,493375.8721,499435.7021,380197.9313,460134.3463,420924.2634,1281120.442,1131889.948,164498.837,2188539.605,1290758.401,2163031.795,2548880.068,1188580.566,894573.1451,798456.9552,1028841.299,1136873.156,1016431.793,258918.4036,604586.83,804952.9391,518190.3683,315571.5694,638651.3711,677957.703,267141.3136,431427.51,373977.6178,463400.1698,288701.1423,519422.4264,235992.194,239614.2757,292950.5452,626074.6049,457934.5912,804663.2787,503651.5202,611306.6402,582611.6697,827450.6539,244366.3612,728819.806,1193355.992,912743.6533,1933804.449,1900352.844,2072166.816,736710.3964,901012.3835,1066045.391,840335.7528,929005.842,553569.4899,619748.6436,464657.8975,496965.6757,423177.6662,404229.1141,447877.3314,438987.5912
p4316,796.5232344,10.40013747,C44H77O10P,PG(38:5),8,Lipids: Glycerophospholipids,Glycerophosphoglycerols,1057084.203,437927.0627,353889.9568,249657.1084,529173.7289,351856.4605,479319.3135,533778.4398,940453.3575,557801.5656,692091.1472,367975.7471,1134092.505,1161427.248,815700.4489,770385.3394,552488.2812,338878.1781,681515.4203,417980.4715,573950.9808,411273.8258,1208778.714,1089103.887,203826.8344,1454737.861,888323.6349,1745673.763,1660910.064,972051.988,841625.7335,585543.6512,853474.3677,1200708.195,685243.9532,385743.3967,409777.7017,799955.3938,554397.85,354724.7088,766636.1021,615371.1049,148216.5456,432351.3848,433781.2591,590993.0639,249217.7488,530921.3435,204042.3652,308598.791,307414.7297,359192.7801,534000.0478,670811.911,668887.5375,741787.0603,533766.13,891931.7896,208432.8893,907874.5172,1174315.794,662005.8536,1045923.404,1852111.377,1769594.467,674838.6308,751761.429,207950.2772,906184.9681,1170293.621,428257.1833,446299.3995,425547.2862,422939.7927,388044.6776,374285.0293,358327.8772,366330.8391
